Node,ID
1652,225472511
1863,781747582
1864,396853381
16,738626391
5,525841836
1653,305782722
1865,476548281
1643,610592421
15,564420623
1866,306198612
21,994659392
1867,652256479
7,564864260
84,906665933
1868,216089993
1869,761869827
1642,263315138
20,526125517
1870,735554607
1871,352231027
1641,307400864
1872,511145228
1596,477782675
1873,309620747
29,641025589
1874,224816597
1875,989743870
31,305156374
1876,946034949
1877,654756736
1878,511273923
27,435176882
1879,949616392
26,732781458
1880,609778596
14,994241626
1665,651717823
1881,394703250
1882,609873095
1883,224526418
1884,779864001
1885,694648360
1,951953890
1886,697248891
1887,351828777
1888,824110496
1889,607422033
1890,563414516
1891,482290574
1892,697116158
1893,847756815
1894,568183896
1895,782226920
1896,569514576
1897,569511566
1898,439586305
1899,90752985
1900,867195746
1901,527072637
1902,654256652
1903,220453946
1904,994716918
1905,396904157
1906,442004765
1907,779318479
1908,739528147
1909,908820626
269,484292235
1910,439617607
144,909317041
1911,697043766
1912,312108940
1913,909622622
1914,864294657
1915,269715269
1916,353711798
1917,909658981
1918,866978619
1919,994529003
1920,353952507
1921,269593821
1922,268628837
1923,312085762
1924,7844599
1806,760828564
18,655050636
12,864694107
21,994659392
1925,526557596
1926,569159464
1927,484079664
7,564864260
16,738626391
1928,268719925
3,909887414
1929,354015446
20,526125517
6,396905155
1930,349299178
420,441474676
1931,525302304
1932,393634012
1933,909018873
1934,396302086
1935,824057082
31,305156374
166,993884151
36,902529593
5,525841836
26,732781458
1875,989743870
1936,994210385
1876,946034949
1583,527154270
1937,354170508
15,564420623
1938,769073772
23,697293437
29,641025589
1939,480728203
1940,939107623
1941,304464802
1942,564122077
1930,349299178
1876,946034949
1665,651717823
20,526125517
1866,306198612
5,525841836
1943,817969157
7,564864260
26,732781458
14,994241626
16,738626391
1596,477782675
1878,511273923
12,864694107
1944,262946839
1578,739114184
6,396905155
1945,726357285
1940,939107623
18,655050636
1946,213524831
1589,810955068
1947,607087302
1948,819181285
31,305156374
1653,305782722
1949,641206558
21,994659392
1723,777923694
1950,725792235
1872,511145228
1951,213605217
36,902529593
1952,217000404
1953,946022078
29,641025589
1954,730294759
3,909887414
1955,685311078
1,951953890
20,526125517
12,864694107
1865,476548281
1665,651717823
7,564864260
21,994659392
5,525841836
1943,817969157
1956,611100012
31,305156374
1942,564122077
1957,311026730
15,564420623
1596,477782675
1958,908678395
14,994241626
451,780790517
1959,526214692
18,655050636
1876,946034949
1,951953890
36,902529593
1653,305782722
1723,777923694
1939,480728203
1578,739114184
1960,568813104
1868,216089993
1944,262946839
29,641025589
1930,349299178
26,732781458
1961,696098478
956,781140181
1949,641206558
1962,866233426
24,569559929
1963,610495667
146,994550848
1964,354704127
1965,223613404
1966,611658903
1967,814876719
1968,298400711
1969,820349971
0,823733283
1970,866910261
1971,428483542
1972,484899539
1973,219125911
1974,474913536
1975,260514659
1976,739968890
1977,397063588
1978,568174669
1525,823618204
1979,983799272
1980,865953887
1981,396598701
1982,354266418
1983,611776190
1984,311656277
1985,226326973
1986,727641510
1987,908786952
1511,311807269
1988,824296014
1522,226891662
1989,652682186
1529,484550125
1531,697031883
1990,439379189
1991,611939279
1533,951988940
1992,311810993
1993,611954221
1530,484443471
1994,739484791
1995,684957746
1942,564122077
16,738626391
1,951953890
1996,867355189
1590,442622825
12,864694107
1949,641206558
1997,782129532
1998,397416605
29,641025589
1578,739114184
21,994659392
1999,257209432
2000,527468722
2001,562095781
1950,725792235
6,396905155
20,526125517
26,732781458
36,902529593
2002,597125035
2003,910066287
1944,262946839
1940,939107623
1943,817969157
2004,270010369
1583,527154270
23,697293437
15,564420623
14,994241626
1930,349299178
1878,511273923
31,305156374
2005,904907131
3,909887414
1876,946034949
2006,952565095
2007,312368935
2008,354836409
2009,354461217
2010,820833663
2011,526227865
2012,733573455
1602,312355523
2013,990229258
2014,570223145
2015,268692904
2016,526768915
2017,989300291
2018,647099772
2019,994316433
2020,352297925
2021,351253867
122,909588723
1525,823618204
2022,857602443
2023,822172084
2024,394810180
2025,483458674
2026,654378599
2027,62220264
2028,569468956
2029,440437400
2030,552191940
2031,352985966
2032,527748322
2033,781566945
2034,859414079
2035,823445271
2036,483706679
2037,696871133
2038,227005169
2039,949532316
164,395772939
1677,526249861
2040,569458542
2041,439351573
2042,438066011
2043,440996944
2044,438397734
451,780790517
1865,476548281
420,441474676
2045,499499225
2046,731036443
2047,396092763
16,738626391
7,564864260
1876,946034949
84,906665933
1928,268719925
5,525841836
2048,213702998
36,902529593
1869,761869827
2049,893626217
0,823733283
2050,951195655
26,732781458
12,864694107
31,305156374
1578,739114184
2051,483564517
14,994241626
1959,526214692
2052,841935634
2053,353367758
2054,561031221
3,909887414
1665,651717823
1943,817969157
2055,950779659
2056,373300752
29,641025589
2057,939376006
2058,441028400
2059,812624257
18,655050636
2060,568739402
1589,810955068
1583,527154270
2061,952178879
2062,269578270
29,641025589
956,781140181
103,441803563
1872,511145228
23,697293437
2063,269967865
190,612224756
1939,480728203
16,738626391
20,526125517
6,396905155
1,951953890
1575,612594206
149,484595081
2002,597125035
1950,725792235
2064,397174257
2005,904907131
1951,213605217
1588,554786073
36,902529593
1841,952002380
1578,739114184
5,525841836
1944,262946839
1676,298505771
3,909887414
2065,269116556
1949,641206558
14,994241626
1930,349299178
2066,769458691
1878,511273923
2067,383518563
1320,654631140
1669,566295790
2068,821090995
2069,866705948
2070,906842986
2071,689442838
2072,693682769
2073,993825813
2074,222367641
2075,526458604
2076,522644970
455,396821325
2077,653234298
2078,737077763
2079,396973377
2080,218556417
1853,866802709
10,994317608
2081,650010747
2082,909180244
904,951767396
38,654405017
2083,824316950
2084,225927812
2085,226944645
2086,727244878
2087,654297926
2088,526990455
2089,611928678
113,441986982
2090,654488616
86,441964999
2091,824330382
2092,822276651
2093,951678322
2094,908715679
2095,354278287
2096,226802730
2097,994400250
2098,866994590
2099,739266848
2100,994373371
2101,345805205
2102,216151014
2103,727768742
2104,856152661
2105,342626912
2106,818689242
2107,779111013
2108,257680151
2109,440512456
1929,354015446
2110,427685168
2111,525637328
2112,909740628
2113,311787404
2114,645901199
2063,269967865
2115,215144191
1666,695756555
2116,950339517
2117,396026758
2118,396415122
2119,866884679
2120,694624612
2121,385165386
2122,269815021
2123,345908268
2124,740226290
180,569707433
2125,312439113
2126,867325856
2127,484915496
2128,485284882
2129,442267794
2130,995076311
2131,739731931
218,909778161
2132,227352523
2133,527370357
2134,569523207
2135,612393659
2136,519108017
2137,219948913
2138,736212642
2139,384655088
2140,569565954
152,909578111
2141,739377754
2142,894371544
2143,757547299
2144,753510677
2145,439573053
2146,810292637
2147,951983667
2148,548022906
2149,841622731
2150,97697303
2151,975458542
2152,350220704
2153,851087272
2154,552459157
2155,435546032
2156,946245996
2157,90376297
2158,311954996
2159,989200962
2160,654293965
2161,810021852
2162,739529054
2163,53506497
2164,548561956
2165,628297917
2166,627631644
2167,608536991
2168,440233556
2169,717724854
2170,725864006
2171,311545439
2172,674364071
2173,333734386
2174,302864476
2175,650483514
2176,268122607
2177,569414402
2178,739335071
2179,781250353
2180,311994429
2181,527189672
2182,569441942
2183,654284429
2184,440587592
2185,612050104
2186,739129619
2187,611752494
2188,781896333
2189,611900329
2190,696858955
2191,994406186
1896,569514576
2192,611484012
2193,824413156
2194,739461045
2195,440722774
1670,824481901
2196,611821605
2197,311994808
1,951953890
2198,859882202
36,902529593
2199,718122213
2200,390249171
2201,262942808
2202,755471313
2203,390179739
2204,775708658
1693,722122595
2205,902586802
1676,298505771
2206,58719436
1942,564122077
7,564864260
2207,775354178
2208,520296545
2209,860256115
1596,477782675
2210,220189655
2211,305295858
2212,347852073
1669,566295790
2213,262481128
2214,902636736
2066,769458691
1869,761869827
2215,517753864
29,641025589
2002,597125035
2216,390213357
2217,389056862
2218,220291428
2219,75140133
2220,426707042
2221,733470733
2222,520377063
2223,902813620
2224,987869179
2225,517813087
2226,220559715
2227,862674655
2228,600073063
5,525841836
2229,220146903
2230,565585735
2231,526757598
2232,470316721
1656,222614883
2233,942263957
2234,947149928
2235,482985912
2236,220821845
2237,432528179
2238,301779017
2239,990249432
1641,307400864
2240,565129666
2241,989628382
2242,860750689
2243,434890366
2244,522812179
2245,647232637
2246,606416759
2247,640554831
2248,389021852
2249,350011847
1715,523981114
2250,905030360
2251,903008141
2252,777581204
2253,522839395
2254,853639595
2255,691295270
2256,265268955
2257,815840177
2258,692376692
2259,435012433
2260,392626674
1712,522637299
2261,222663312
455,396821325
2262,612701929
2263,805615191
2264,472613228
2265,908960634
1000,484161795
2266,696326289
2267,865701669
2268,611553263
2269,463301992
2270,261977612
2271,483504636
2272,696729885
2273,781753791
2274,568118984
2275,566000564
2276,439193555
2277,526985048
2278,311285382
1022,526792940
2279,353083240
2280,396044218
2281,909297021
2282,438962115
2283,904234360
2284,739339029
471,311675424
2285,654428355
2286,824476488
2287,484121099
2288,343701991
2289,522996750
2290,695987577
2291,994547451
2292,951623603
2293,993906640
2294,866753963
2295,552425013
2296,674259462
2297,934161363
2298,979086551
2228,600073063
2299,497986825
2300,293868727
2301,433013587
2302,382236471
2303,716006314
2304,553630178
2305,846042635
2306,683535480
2307,812009344
2308,499045603
2309,412947101
2310,854205262
2311,554820951
2312,297466114
2313,86831255
2314,688095598
2315,464558237
2316,717759747
2317,860393345
2318,92068645
1999,257209432
2319,731982920
2320,255493976
2321,971249634
2322,853063767
2323,89008290
2324,981037705
2325,856455181
2247,640554831
2326,89812376
2327,468018065
2199,718122213
2328,425885280
1806,760828564
2329,468352220
2330,506679943
2331,426201407
2332,810605622
2141,739377754
2333,464955262
2334,214732078
2335,598728228
2336,938947166
2337,551637394
170,994659230
2338,935699210
2339,309469559
1513,226850080
2340,633882539
2341,472360227
2342,990403131
2343,849033448
2344,442080192
1157,908174030
2345,250998629
2346,933533209
2347,459774422
2348,739594116
2349,221173216
2350,770844225
1127,739233567
2351,354404282
2352,335030509
2353,462781373
2354,442141415
2355,714944500
2356,335861850
2357,354389221
2158,311954996
2358,905493072
2359,984014132
1133,654310678
2360,225688419
2361,19995929
2362,1785448
2363,902850450
2364,311915790
1207,654648143
26,732781458
2365,640138232
1693,722122595
2366,902685514
2367,690220230
2200,390249171
2203,390179739
2198,859882202
2206,58719436
2202,755471313
2207,775354178
7,564864260
2368,340301464
2221,733470733
36,902529593
2369,647539726
16,738626391
2213,262481128
2201,262942808
2370,262658568
2371,562297391
2372,859544855
2373,987171334
1869,761869827
29,641025589
1702,305091776
2374,647738986
2375,432524979
2376,945179186
1649,649658448
2377,390057162
2302,382236471
2378,347670758
2002,597125035
1676,298505771
2379,220247893
2380,860147384
2225,517813087
1669,566295790
2381,262546686
2382,738585472
982,226433321
962,696727352
978,738448899
967,212894541
953,908738159
951,393909585
975,225918873
2383,781733301
973,225343841
952,653233548
2384,611660285
955,865014545
966,972628209
956,781140181
2385,949690281
977,653902061
2386,354212460
629,566514238
2387,611778225
109,994281405
2388,739579548
963,611874556
2389,434059576
968,652749849
270,823066143
2390,824084085
2391,526275029
2392,822602441
1296,738916077
2393,583777371
957,694938405
959,858661372
2394,654196872
2395,483561787
1829,909054253
2396,865228073
1304,308803539
979,254636747
2397,586166810
1670,824481901
2398,269470292
2399,866976394
2400,82074926
2401,227141623
2402,779746145
2403,396934040
2404,952008183
2405,951985176
2406,442231725
2407,866026920
2408,354498864
2409,484469577
2410,867078050
2411,732448899
178,654383885
176,654611837
2412,739322567
2413,268371351
2414,354782331
2415,395570502
2416,439161436
2417,441945666
2418,269489426
1921,269593821
2419,909597968
2420,442424543
158,569513145
2421,569981602
157,269401065
2422,525933007
2357,354389221
2423,269510005
2424,898458596
2425,824483358
2426,269787352
2427,695878611
2428,69757342
2429,781762024
2430,994405523
2431,641320643
2432,81879934
2433,202293317
2434,712310152
2435,891541250
437,951177196
1439,527195038
2436,857655169
2437,817081103
2438,729681023
2439,292537249
2440,218461915
2441,978185688
2442,779150210
2443,214803274
2444,217961880
2445,346902939
2446,267913787
2447,938626324
2448,544753324
2449,83612600
2450,885671696
2451,761411267
2452,722870665
2453,816516870
2454,422995796
2455,522964087
2456,563602099
1457,909853132
2457,476743411
2458,612156243
2459,971480477
2460,429345591
2461,603891029
2462,426766331
2463,384409146
2464,54800936
2465,265354467
2466,390041124
1462,612158869
2467,565425688
2468,693683427
2469,948283793
2470,484480681
1652,225472511
2471,307558301
2472,526571740
2473,650810798
992,354026019
2474,567924985
2475,693993218
2476,304795866
2477,906063730
2478,569768653
2479,777786010
2480,949825757
2481,266572653
2482,265727342
2483,479336640
2484,952583320
2485,566793574
2486,440783264
2487,481813897
2488,441847135
2489,909580854
2490,559566689
2491,652637064
2492,866907819
2493,949129520
1601,354368730
2494,604459916
2495,690105309
2496,824124905
2497,483952982
2498,781949176
2499,309378408
86,441964999
2500,346086523
2501,350846718
2502,608419412
31,305156374
2503,690072247
1596,477782675
7,564864260
2504,859830096
1693,722122595
2505,559782972
2506,859615125
2507,261886049
2508,987536138
29,641025589
1702,305091776
2509,945216484
2510,604769422
2511,969756632
2512,347402332
2200,390249171
2513,390131722
1694,732057810
2514,647740580
2515,647582496
2516,605076278
2369,647539726
161,389634840
2517,775064690
2518,432640555
2519,859980900
2520,214223840
2521,860053504
1709,305097210
2522,647525404
2375,432524979
2523,432601242
2376,945179186
2198,859882202
2524,604844157
2525,799990391
2365,640138232
2526,262505840
2527,647392223
2528,307479877
2529,78668558
2530,269790020
2531,308863946
2532,269837956
2533,681769170
2534,562578775
2535,303633058
2536,269050838
2537,976372743
1912,312108940
2538,435589407
2539,946025352
2540,395747789
2541,440898807
2542,608066126
2543,258449398
2544,900826892
2545,569609942
2546,526222322
2547,397246726
2548,482465669
2549,767436547
2550,994665299
2551,825336950
2552,689719451
2553,439114681
182,611820828
2554,733126799
2555,439614209
2556,610502613
2557,991732531
2558,717073912
2559,598971450
2560,600782142
2561,516567626
1208,697122159
2562,867076656
975,225918873
2563,52969907
2564,351232719
2565,526379239
2566,779787908
2567,545815479
2568,527688066
2569,521459000
2570,224207726
2571,350572364
2572,439911806
2573,227714526
2574,440445177
2575,908008704
2576,867564456
2577,735687676
2578,524062817
2579,735998496
2098,866994590
2580,952208095
2581,782158886
992,354026019
2582,818402318
2583,863756030
2584,653546554
2585,777336801
10,994317608
2586,310086992
2587,650795633
2588,565253898
113,441986982
4,611851137
177,527053968
109,994281405
2589,981753635
2079,396973377
2590,696973156
2591,439493930
2592,380519362
2593,213634002
2594,852470381
188,269465069
2595,991826255
2596,866783452
2597,951928713
2598,484473989
1577,739306490
2599,697003141
490,397040442
2600,867054143
2601,397120745
2602,269602330
109,994281405
2603,952006095
2604,395508328
394,739607373
2605,354399577
340,781052515
2606,611275740
2607,312086526
2608,354565206
2609,611786931
2610,697007548
2611,569572157
2612,527185583
2613,823504496
2614,311962191
2615,312074718
2616,527083545
2617,226860719
2618,951301074
505,397075089
2619,484534469
370,611771791
2620,697512551
386,612034782
2621,268613769
2622,226839187
180,569707433
432,612123821
2623,227123689
1457,909853132
2624,901537081
109,994281405
2600,867054143
2625,780258322
2626,441816824
2627,602266851
2097,994400250
446,396509566
411,396829541
2628,311133384
2629,857455089
181,824490828
10,994317608
2630,484368049
56,951867978
166,993884151
2631,781695634
1827,439335075
113,441986982
2632,909278609
2633,441654309
2634,867333813
157,269401065
169,311814034
2635,866834013
2636,269189321
2041,439351573
2637,441727330
2091,824330382
2638,462989365
2639,909293155
2640,611971001
884,484258490
2641,780923561
1520,439329664
2617,226860719
2642,781924718
2643,396864143
2644,219783364
2596,866783452
44,484614934
2645,440997468
54,690017009
42,909374453
2646,289963652
51,598096244
61,633011322
2647,569397901
57,377973743
2648,610022454
2649,649791079
2650,441676855
77,220181377
2651,818850871
2652,950632803
46,782178711
2653,481965650
2654,386947856
75,609952821
2655,390336882
2656,311295181
2657,688049433
2470,484480681
2658,650273981
69,890765594
2659,484049895
2660,909157568
2661,306697552
2662,436196575
2663,688328421
2664,568444250
73,518511067
2665,951825377
59,719273842
2666,433886629
74,776362499
52,608751636
2667,866851257
2668,526523094
2669,396876545
2670,810897251
2671,85442325
2672,942993697
2673,731660375
2674,776796704
2675,860941241
2676,514560098
2677,436861062
2678,929334256
2679,341065910
2680,478445024
2681,11298264
2682,541208824
2683,563176567
2684,253984312
2685,435989674
2686,851353628
2687,987172272
2688,431013042
2689,945113868
2690,565129852
2691,805246796
2692,440503209
2693,471678119
2694,817972302
2695,901905129
2696,607428280
2697,598349946
2698,79714972
2699,811148165
2700,13757253
2701,225572430
2702,819261672
2703,516322019
2704,588250310
2163,53506497
2705,310165267
51,598096244
2706,464998576
52,608751636
2645,440997468
62,777215639
52,608751636
2646,289963652
54,690017009
51,598096244
2707,515612452
63,433733573
2708,903810009
2623,227123689
42,909374453
2665,951825377
2709,437217227
2710,991754922
61,633011322
2711,341750944
2712,739536523
2713,269529597
2714,424581213
2715,396268999
2716,354616820
73,518511067
77,220181377
47,312006467
2717,294701402
2718,303986582
2719,396436003
53,253166746
41,654433930
2720,605186060
59,719273842
2721,354647926
2722,263344974
2723,350444629
2724,460765477
2725,301937521
2726,225013248
1091,484384578
2727,739550343
436,612045515
2728,727047064
2729,53564452
2730,460838001
2731,854042436
2732,970524887
2733,517152352
2734,722106178
2735,389450705
2736,763522565
2737,36409187
2738,17779456
2739,59930174
2740,416139030
2741,653909545
2742,696611192
2743,418717942
2744,951488225
2745,31524480
2746,816923276
2747,30815940
2748,863537048
2749,883105845
2750,23203421
2751,563366485
2752,439687526
2753,993464400
2754,900010991
2755,269303934
2756,16967155
2757,795170469
2758,506933815
2759,602476136
2760,908306886
2761,685733362
2762,769907056
2763,7080909
2764,438782109
2765,7939600
2766,824100431
2767,439659227
2768,308860723
2769,683737215
2770,350166577
2771,687527705
2772,569726731
2773,814162513
2774,967520847
2775,426850000
2776,569179290
2777,737376474
2778,432219811
2779,951493499
2780,74765668
2781,310967188
2782,611721716
2783,739860891
2784,479334573
2785,11240568
2786,65825743
2787,397272453
2788,909266527
2789,697587936
2790,867177213
2791,390296993
2792,526883463
2793,439656361
2794,64556731
2795,866941964
2796,695831413
2797,226619664
2798,35676735
2799,544156858
2800,865928692
2801,438772653
2802,205267055
2803,981946241
2804,901848540
2805,226743056
2806,69829723
2807,910197067
2808,908334908
2809,347942879
52,608751636
2810,440537896
2811,851585724
2812,738583584
2685,435989674
2385,949690281
2813,380110473
2814,600037452
2815,430321694
2816,609061406
2817,502925843
2818,909553513
2819,483112538
2820,478345934
2821,426452994
2822,430365000
2823,303861826
2824,514583847
2825,848133654
2826,375840191
2827,985747019
2828,248885590
2829,772721125
2830,259990617
2831,265189989
2832,943564830
2833,586542412
2834,896109336
2835,589455867
2836,678425843
2837,551833074
2838,860796771
2839,513440287
2840,810926735
2841,479678232
2842,353819284
2843,894635468
2844,952496632
2845,512554413
2846,520480152
59,719273842
51,598096244
76,204616644
2847,212619728
2848,353972589
2849,823789318
2850,739086614
54,690017009
52,608751636
2851,905022894
2852,651070459
2714,424581213
2853,982953821
2854,595153849
2855,33604320
2856,993509616
2857,951700642
2858,263949000
2859,268597691
2860,740002202
2861,354416199
53,253166746
2862,865805939
2863,667785449
2864,568152745
2865,243874505
2866,824056961
2867,883728297
2868,714094324
2869,952438929
2870,866794980
2871,822605593
2872,770804389
2873,934766412
2874,268623662
72,525434387
2875,353301599
2876,993891063
2774,967520847
46,782178711
2800,865928692
2877,862325542
2772,569726731
2878,780290935
2879,736563022
2775,426850000
2880,696814922
2881,652618555
2882,505182537
2784,479334573
2883,301091725
2884,865222903
2885,780442811
2886,668464307
2887,991418070
2888,266394837
2889,608656417
2890,470028637
2891,687717194
2892,441185054
2893,460464399
2894,695727095
2895,652857806
2896,419630318
2816,609061406
2897,393794183
2806,69829723
2898,292828102
2777,737376474
2899,865401803
2900,861022059
2901,950001446
2902,482109856
2903,524821416
2904,296744686
2905,776665652
2906,524940571
2907,215568778
2908,541320940
2909,841012130
2910,633425360
2911,565567167
63,433733573
2912,927002407
2822,430365000
2913,521715924
59,719273842
2914,976626559
2915,466249666
2916,651393890
2917,895734935
2918,549801788
2919,646907546
2920,724225138
54,690017009
2921,415178450
2865,243874505
2699,811148165
2922,382643710
2923,899626536
2924,843686825
2925,604493900
2926,562083490
2927,672969027
2928,591277512
2929,635409828
2930,547457528
2832,943564830
76,204616644
2931,731321949
2932,926314823
2933,903716315
2934,987886475
2935,480499316
2936,599234092
2937,59954236
2938,969603577
2939,9314544
2714,424581213
2872,770804389
2940,86224830
2941,335162152
2942,761576555
2943,930080603
2944,772867445
2945,591685594
2646,289963652
2946,75617480
59,719273842
2931,731321949
2947,854039744
2948,304097168
2949,591951538
2706,464998576
2865,243874505
2950,9560671
2685,435989674
2951,725353388
2952,845304123
2953,219016693
2954,671587115
2955,560113218
2956,583965655
2957,483733601
2958,682930115
2959,711746230
2960,208852212
2961,770298212
2962,903395327
2963,254913806
2964,588982895
2965,463521370
2966,202601836
2967,429930126
2968,433574145
2969,427299006
2970,926144737
2971,901965304
2715,396268999
2972,258966842
2709,437217227
2702,819261672
2973,970055593
2974,268244163
2695,901905129
2685,435989674
2975,8000202
2976,771961306
43,950614991
2977,991420729
2978,690568991
2979,222549501
2980,899055279
2981,338897925
2982,908074790
2918,549801788
2983,584249438
2674,776796704
2699,811148165
2984,652103371
2985,68130968
2986,221411091
2987,926678351
2926,562083490
2988,457083040
2690,565129852
2929,635409828
2989,984239594
2990,9417250
2700,13757253
2991,823519741
2992,388001836
2993,17062540
2994,540250494
2995,653110304
2996,987664142
2997,252093064
2998,297776681
2999,972252991
2908,541320940
2702,819261672
3000,816168531
3001,424619957
47,312006467
52,608751636
3002,250812241
3003,727332415
2932,926314823
3004,342634950
3005,513439770
3006,551687702
3007,837519343
3008,66356858
3009,220193791
3010,891101471
3011,90317653
3012,211492435
3013,476426406
3014,480647870
3015,85203194
3016,772250790
3017,856099338
2933,903716315
3018,246170994
3019,339412371
